Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
530 5th,Water (Cooling Tower),E15081030,9/12/2019,10/14/2019,2019,379,HCF,N/A,"($2,043.75)"
530 5th,Water (Cooling Tower),E15081030,8/12/2019,9/12/2019,2019,595,HCF,N/A,"($3,208.53)"
530 5th,Water (Cooling Tower),E15081030,7/11/2019,8/12/2019,2019,849,HCF,N/A,"($4,578.22)"
530 5th,Water (Cooling Tower),E15081030,6/30/2019,7/11/2019,2019,271,HCF,N/A,"($1,461.36)"
530 5th,Water (Cooling Tower),E15081030,6/12/2019,6/30/2019,2019,332,HCF,N/A,"($1,749.92)"
530 5th,Water (Cooling Tower),E15081030,5/12/2019,6/12/2019,2019,360,HCF,N/A,"($1,897.51)"
530 5th,Water (Cooling Tower),E15081030,4/11/2019,5/12/2019,2019,189,HCF,N/A,($996.19)
530 5th,Water (Cooling Tower),E15081030,3/13/2019,4/11/2019,2019,72,HCF,N/A,($379.50)
530 5th,Water (Cooling Tower),E15081030,2/12/2019,3/13/2019,2019,33,HCF,N/A,($173.94)
530 5th,Water (Cooling Tower),E15081030,1/13/2019,2/12/2019,2019,59,HCF,N/A,($310.98)
530 5th,Water (Cooling Tower),E15081030,12/12/2018,1/13/2019,2019,72,HCF,N/A,($379.50)
530 5th,Water (Cooling Tower),E15081030,11/14/2018,12/12/2018,2018,48,HCF,N/A,($253.00)
530 5th,Water (Cooling Tower),E15081030,10/14/2018,11/14/2018,2018,96,HCF,N/A,($506.00)
530 5th,Water (Cooling Tower),E15081030,9/13/2018,10/14/2018,2018,362,HCF,N/A,"($1,908.05)"
530 5th,Water (Cooling Tower),E15081030,8/12/2018,9/13/2018,2018,658,HCF,N/A,"($3,468.22)"
530 5th,Water (Cooling Tower),E15081030,7/12/2018,8/12/2018,2018,663,HCF,N/A,"($3,494.57)"
530 5th,Water (Cooling Tower),E15081030,6/12/2018,6/30/2018,2018,310,HCF,N/A,"($1,596.26)"
530 5th,Water (Cooling Tower),E15081030,6/30/2018,7/12/2018,2018,279,HCF,N/A,"($1,470.57)"
530 5th,Water (Cooling Tower),E15081030,5/13/2018,6/12/2018,2018,279,HCF,N/A,"($1,436.63)"
530 5th,Water (Cooling Tower),E15081030,4/12/2018,5/13/2018,2018,142,HCF,N/A,($731.19)
530 5th,Water (Cooling Tower),E15081030,3/14/2018,4/12/2018,2018,28,HCF,N/A,($144.18)
530 5th,Water (Cooling Tower),E15081030,2/16/2018,3/14/2018,2018,32,HCF,N/A,($164.77)
530 5th,Water (Cooling Tower),E15081030,1/11/2018,2/16/2018,2018,78,HCF,N/A,($401.64)
530 5th,Water (Cooling Tower),E15081030,12/12/2017,1/11/2018,2018,67,HCF,N/A,($345.00)
530 5th,Water (Cooling Tower),E15081030,11/14/2017,12/12/2017,2017,74,HCF,N/A,($381.04)
530 5th,Water (Cooling Tower),E15081030,10/12/2017,11/14/2017,2017,162,HCF,N/A,($834.17)
530 5th,Water (Cooling Tower),E15081030,9/13/2017,10/12/2017,2017,391,HCF,N/A,"($2,013.34)"
530 5th,Water (Cooling Tower),E15081030,8/10/2017,9/13/2017,2017,465,HCF,N/A,"($2,394.38)"
530 5th,Water (Cooling Tower),E15081030,7/13/2017,8/10/2017,2017,527,HCF,N/A,"($2,713.64)"
530 5th,Water (Cooling Tower),E15081030,6/30/2017,7/13/2017,2017,219,HCF,N/A,"($1,127.68)"
530 5th,Water (Cooling Tower),E15081030,6/12/2017,6/30/2017,2017,345,HCF,N/A,"($1,776.48)"
530 5th,Water (Cooling Tower),E15081030,5/10/2017,6/12/2017,2017,280,HCF,N/A,"($1,441.78)"
530 5th,Water (Cooling Tower),E15081030,4/12/2017,5/10/2017,2017,126,HCF,N/A,($648.80)
530 5th,Water (Cooling Tower),E15081030,3/13/2017,4/12/2017,2017,62,HCF,N/A,($319.25)
530 5th,Water (Cooling Tower),E15081030,2/12/2017,3/13/2017,2017,31,HCF,N/A,($159.63)
530 5th,Water (Cooling Tower),E15081030,1/12/2017,2/12/2017,2017,76,HCF,N/A,($391.34)
530 5th,Water (Cooling Tower),E15081030,12/12/2016,1/12/2017,2017,79,HCF,N/A,($406.79)
530 5th,Water (Cooling Tower),V52285210,6/30/2020,7/13/2020,2020,35,HCF,N/A,($188.74)
530 5th,Water (Cooling Tower),V52285210,6/10/2020,6/30/2020,2020,49,HCF,N/A,($264.23)
530 5th,Water (Cooling Tower),V52285210,5/12/2020,6/10/2020,2020,52,HCF,N/A,($280.41)
530 5th,Water (Cooling Tower),V52285210,4/13/2020,5/12/2020,2020,38,HCF,N/A,($204.91)
530 5th,Water (Cooling Tower),V52285210,3/12/2020,4/13/2020,2020,38,HCF,N/A,($204.91)
530 5th,Water (Cooling Tower),V52285210,2/12/2020,3/12/2020,2020,38,HCF,N/A,($204.91)
530 5th,Water (Cooling Tower),V52285210,1/13/2020,2/12/2020,2020,41,HCF,N/A,($221.09)
530 5th,Water (Cooling Tower),V52285210,12/12/2019,1/13/2020,2020,57,HCF,N/A,($307.37)
530 5th,Water (Cooling Tower),V52285210,11/14/2019,12/12/2019,2019,56,HCF,N/A,($301.98)
530 5th,Water (Cooling Tower),V52285210,10/14/2019,11/14/2019,2019,66,HCF,N/A,($355.90)
530 5th,Water (Cooling Tower),V52285210,9/12/2019,10/14/2019,2019,95,HCF,N/A,($512.29)
530 5th,Water (Cooling Tower),V52285210,8/12/2019,9/12/2019,2019,101,HCF,N/A,($544.64)
530 5th,Water (Cooling Tower),V52285210,7/11/2019,8/12/2019,2019,130,HCF,N/A,($701.02)
530 5th,Water (Cooling Tower),V52285210,6/12/2019,6/30/2019,2019,60,HCF,N/A,($316.25)
530 5th,Water (Cooling Tower),V52285210,6/30/2019,7/11/2019,2019,48,HCF,N/A,($258.84)
530 5th,Water (Cooling Tower),V52285210,5/12/2019,6/12/2019,2019,83,HCF,N/A,($437.48)
530 5th,Water (Cooling Tower),V52285210,4/11/2019,5/12/2019,2019,67,HCF,N/A,($353.15)
530 5th,Water (Cooling Tower),V52285210,3/13/2019,4/11/2019,2019,47,HCF,N/A,($247.73)
530 5th,Water (Cooling Tower),V52285210,2/12/2019,3/13/2019,2019,34,HCF,N/A,($179.21)
530 5th,Water (Cooling Tower),V52285210,1/13/2019,2/12/2019,2019,40,HCF,N/A,($210.83)
530 5th,Water (Cooling Tower),V52285210,12/12/2018,1/13/2019,2019,77,HCF,N/A,($405.86)
530 5th,Water (Cooling Tower),V52285210,11/14/2018,12/12/2018,2018,126,HCF,N/A,($664.13)
530 5th,Water (Cooling Tower),V52285210,10/14/2018,11/14/2018,2018,53,HCF,N/A,($279.36)
530 5th,Water (Cooling Tower),V52285210,9/13/2018,10/14/2018,2018,79,HCF,N/A,($416.40)
530 5th,Water (Cooling Tower),V52285210,8/12/2018,9/13/2018,2018,103,HCF,N/A,($542.90)
530 5th,Water (Cooling Tower),V52285210,7/12/2018,8/12/2018,2018,97,HCF,N/A,($511.27)
530 5th,Water (Cooling Tower),V52285210,6/30/2018,7/12/2018,2018,35,HCF,N/A,($184.48)
530 5th,Water (Cooling Tower),V52285210,6/12/2018,6/30/2018,2018,44,HCF,N/A,($226.57)
530 5th,Water (Cooling Tower),V52285210,5/13/2018,6/12/2018,2018,63,HCF,N/A,($324.40)
530 5th,Water (Cooling Tower),V52285210,4/12/2018,5/13/2018,2018,60,HCF,N/A,($308.95)
530 5th,Water (Cooling Tower),V52285210,3/14/2018,4/12/2018,2018,33,HCF,N/A,($169.92)
530 5th,Water (Cooling Tower),V52285210,2/16/2018,3/14/2018,2018,30,HCF,N/A,($154.48)
530 5th,Water (Cooling Tower),V52285210,1/11/2018,2/16/2018,2018,90,HCF,N/A,($463.43)
530 5th,Water (Cooling Tower),V52285210,12/12/2017,1/11/2018,2018,134,HCF,N/A,($689.99)
530 5th,Water (Cooling Tower),V52285210,11/14/2017,12/12/2017,2017,65,HCF,N/A,($334.70)
530 5th,Water (Cooling Tower),V52285210,10/12/2017,11/14/2017,2017,76,HCF,N/A,($391.34)
530 5th,Water (Cooling Tower),V52285210,9/13/2017,10/12/2017,2017,92,HCF,N/A,($473.73)
530 5th,Water (Cooling Tower),V52285210,8/10/2017,9/13/2017,2017,103,HCF,N/A,($530.37)
530 5th,Water (Cooling Tower),V52285210,7/13/2017,8/10/2017,2017,74,HCF,N/A,($381.04)
530 5th,Water (Cooling Tower),V52285210,6/12/2017,6/30/2017,2017,39,HCF,N/A,($200.82)
530 5th,Water (Cooling Tower),V52285210,6/30/2017,7/13/2017,2017,34,HCF,N/A,($175.07)
530 5th,Water (Cooling Tower),V52285210,5/10/2017,6/12/2017,2017,55,HCF,N/A,($283.21)
530 5th,Water (Cooling Tower),V52285210,4/12/2017,5/10/2017,2017,46,HCF,N/A,($236.86)
530 5th,Water (Cooling Tower),V52285210,3/13/2017,4/12/2017,2017,30,HCF,N/A,($154.48)
530 5th,Water (Cooling Tower),V52285210,2/12/2017,3/13/2017,2017,26,HCF,N/A,($133.88)
530 5th,Water (Cooling Tower),V52285210,1/12/2017,2/12/2017,2017,35,HCF,N/A,($180.22)
530 5th,Water (Cooling Tower),V52285210,12/12/2016,1/12/2017,2017,29,HCF,N/A,($149.33)
530 5th,Water (Steam Condensate),20009-59031-001,3/19/2020,6/17/2020,2020,363,HCF,N/A,"$1,542.95 "
530 5th,Water (Steam Condensate),20009-59031-001,12/18/2019,3/19/2020,2020,577,HCF,N/A,"$2,452.57 "
530 5th,Water (Steam Condensate),20009-59031-001,9/17/2019,12/18/2019,2019,476,HCF,N/A,"$2,023.26 "
530 5th,Water (Steam Condensate),20009-59031-001,6/18/2019,9/17/2019,2019,1003,HCF,N/A,"$4,250.51 "
530 5th,Water (Steam Condensate),20009-59031-001,3/20/2019,6/18/2019,2019,474,HCF,N/A,"$1,969.31 "
530 5th,Water (Steam Condensate),20009-59031-001,12/18/2018,3/20/2019,2019,744,HCF,N/A,"$3,091.07 "
530 5th,Water (Steam Condensate),20009-59031-001,9/17/2018,12/18/2018,2018,502,HCF,N/A,"$2,085.64 "
530 5th,Water (Steam Condensate),20009-59031-001,6/18/2018,9/17/2018,2018,860,HCF,N/A,"$3,562.08 "
530 5th,Water (Steam Condensate),20009-59031-001,3/20/2018,6/18/2018,2018,504,HCF,N/A,"$2,045.63 "
530 5th,Water (Steam Condensate),20009-59031-001,12/18/2017,3/20/2018,2018,882,HCF,N/A,"$3,579.86 "
530 5th,Water (Steam Condensate),20009-59031-001,9/15/2017,12/18/2017,2017,604,HCF,N/A,"$2,451.51 "
530 5th,Water (Steam Condensate),20009-59031-001,6/16/2017,9/15/2017,2017,714,HCF,N/A,"$2,897.98 "
530 5th,Water (Steam Condensate),20009-59031-001,3/21/2017,6/16/2017,2017,509,HCF,N/A,"$2,065.92 "
530 5th,Water (Steam Condensate),20009-59031-001,12/19/2016,3/21/2017,2017,690,HCF,N/A,"$2,800.57 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,6/4/2020,7/6/2020,2020,476800,kWh,795.36,"$76,152.73 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,5/5/2020,6/4/2020,2020,414400,kWh,780,"$61,276.83 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,4/6/2020,5/5/2020,2020,376000,kWh,637.92,"$43,654.57 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,3/6/2020,4/6/2020,2020,419200,kWh,812.16,"$52,559.55 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,2/5/2020,3/6/2020,2020,422400,kWh,868.32,"$57,010.03 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,1/6/2020,2/5/2020,2020,412000,kWh,812.16,"$56,823.23 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,12/5/2019,1/6/2020,2019,427200,kWh,801.6,"$59,611.82 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,11/1/2019,12/5/2019,2019,460800,kWh,816.48,"$64,441.46 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,10/3/2019,11/1/2019,2019,375200,kWh,800.64,"$55,840.86 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,9/4/2019,10/3/2019,2019,414400,kWh,894.24,"$66,207.60 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,8/5/2019,9/4/2019,2019,459200,kWh,987.84,"$75,184.90 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,7/5/2019,8/5/2019,2019,473600,kWh,961.9,"$78,266.50 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,6/5/2019,7/5/2019,2019,449600,kWh,933.6,"$71,077.64 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,5/6/2019,6/5/2019,2019,440800,kWh,892.8,"$62,939.90 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,4/5/2019,5/6/2019,2019,464800,kWh,868.32,"$59,129.79 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,3/7/2019,4/5/2019,2019,454400,kWh,855.3,"$59,817.80 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,2/5/2019,3/7/2019,2019,458400,kWh,863.04,"$59,255.26 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,1/4/2019,2/5/2019,2019,498400,kWh,914.4,"$77,433.99 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,12/5/2018,1/4/2019,2018,453600,kWh,866.88,"$64,098.38 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,11/1/2018,12/5/2018,2018,600800,kWh,970.5,"$86,913.28 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,10/3/2018,11/1/2018,2018,429600,kWh,933.6,"$63,428.71 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,9/4/2018,10/3/2018,2018,443200,kWh,875.52,"$69,171.25 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,8/3/2018,9/4/2018,2018,526400,kWh,883.2,"$80,301.42 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,7/5/2018,8/3/2018,2018,224000,kWh,897.12,"$64,024.20 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,6/5/2018,7/5/2018,2018,471200,kWh,924.48,"$74,473.38 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,5/4/2018,6/5/2018,2018,522400,kWh,858.24,"$71,500.33 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,4/5/2018,5/4/2018,2018,439200,kWh,841.44,"$63,402.89 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,3/7/2018,4/5/2018,2018,396800,kWh,748.3,"$59,335.82 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,2/5/2018,3/7/2018,2018,431200,kWh,777.6,"$60,407.60 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,1/4/2018,2/5/2018,2018,464000,kWh,756,"$65,551.44 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,12/5/2017,1/4/2018,2017,448800,kWh,796.32,"$67,551.50 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,11/1/2017,12/5/2017,2017,514400,kWh,840.96,"$78,840.66 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,10/3/2017,11/1/2017,2017,451200,kWh,842.4,"$67,714.75 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,9/1/2017,10/3/2017,2017,490400,kWh,1006.08,"$81,649.03 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,8/3/2017,9/1/2017,2017,438400,kWh,952.92,"$71,310.43 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,7/5/2017,8/3/2017,2017,462400,kWh,984.9,"$76,244.93 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,6/5/2017,7/5/2017,2017,457600,kWh,979.2,"$77,243.98 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,5/4/2017,6/5/2017,2017,482400,kWh,872.64,"$75,719.85 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,4/6/2017,5/4/2017,2017,430400,kWh,875.52,"$67,033.95 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,3/8/2017,4/6/2017,2017,452000,kWh,841.9,"$69,414.08 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,2/6/2017,3/8/2017,2017,464800,kWh,857.7,"$78,533.92 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,1/5/2017,2/6/2017,2017,467200,kWh,828.4,"$72,152.67 "
470 Vanderbilt,Electric,69-6031-4903-0002-1,12/6/2016,1/5/2017,2016,421600,kWh,835.6,"$71,359.18 "
470 Vanderbilt,Natural Gas,01542-56912,6/30/2020,7/23/2020,2020,0,thm,N/A,$32.15 
470 Vanderbilt,Natural Gas,01542-56912,6/23/2020,6/30/2020,2020,0,thm,N/A,$9.80 
470 Vanderbilt,Natural Gas,01542-56912,5/21/2020,6/23/2020,2020,671,thm,N/A,$778.91 
470 Vanderbilt,Natural Gas,01542-56912,4/23/2020,5/21/2020,2020,6635,thm,N/A,"$5,466.07 "
470 Vanderbilt,Natural Gas,01542-56912,3/24/2020,4/23/2020,2020,12004,thm,N/A,"$10,922.56 "
470 Vanderbilt,Natural Gas,01542-56912,2/21/2020,3/24/2020,2020,15443,thm,N/A,"$16,572.81 "
470 Vanderbilt,Natural Gas,01542-56912,1/23/2020,2/21/2020,2020,17544,thm,N/A,"$18,295.39 "
470 Vanderbilt,Natural Gas,01542-56912,12/20/2019,1/23/2020,2020,16662,thm,N/A,"$17,369.14 "
470 Vanderbilt,Natural Gas,01542-56912,11/20/2019,12/20/2019,2019,17418,thm,N/A,"$16,898.53 "
470 Vanderbilt,Natural Gas,01542-56912,10/22/2019,11/20/2019,2019,12322,thm,N/A,"$11,646.03 "
470 Vanderbilt,Natural Gas,01542-56912,9/23/2019,10/22/2019,2019,5314,thm,N/A,"$5,351.03 "
470 Vanderbilt,Natural Gas,01542-56912,8/23/2019,9/23/2019,2019,7,thm,N/A,$51.02 
470 Vanderbilt,Natural Gas,01542-56912,7/24/2019,8/23/2019,2019,0,thm,N/A,$43.50 
470 Vanderbilt,Natural Gas,01542-56912,6/21/2019,7/24/2019,2019,0,thm,N/A,$47.71 
470 Vanderbilt,Natural Gas,01542-56912,5/23/2019,6/21/2019,2019,1273,thm,N/A,"$1,497.38 "
470 Vanderbilt,Natural Gas,01542-56912,4/23/2019,5/23/2019,2019,10869,thm,N/A,"$9,896.52 "
470 Vanderbilt,Natural Gas,01542-56912,3/22/2019,4/23/2019,2019,15764,thm,N/A,"$16,167.83 "
470 Vanderbilt,Natural Gas,01542-56912,2/21/2019,3/22/2019,2019,17508,thm,N/A,"$16,662.97 "
470 Vanderbilt,Natural Gas,01542-56912,1/23/2019,2/21/2019,2019,20111,thm,N/A,"$21,706.93 "
470 Vanderbilt,Natural Gas,01542-56912,12/20/2018,1/23/2019,2019,24463,thm,N/A,"$28,337.10 "
470 Vanderbilt,Natural Gas,01542-56912,11/20/2018,12/20/2018,2018,18713,thm,N/A,"$19,978.48 "
470 Vanderbilt,Natural Gas,01542-56912,10/22/2018,11/20/2018,2018,20937,thm,N/A,"$19,267.22 "
470 Vanderbilt,Natural Gas,01542-56912,9/21/2018,10/22/2018,2018,9056,thm,N/A,"$9,435.16 "
470 Vanderbilt,Natural Gas,01542-56912,8/21/2018,9/21/2018,2018,1576,thm,N/A,"$1,754.28 "
470 Vanderbilt,Natural Gas,01542-56912,7/25/2018,8/21/2018,2018,5,thm,N/A,$43.49 
470 Vanderbilt,Natural Gas,01542-56912,6/25/2018,7/25/2018,2018,0,thm,N/A,$43.26 
470 Vanderbilt,Natural Gas,01542-56912,5/23/2018,6/25/2018,2018,1519,thm,N/A,"$2,026.55 "
470 Vanderbilt,Natural Gas,01542-56912,4/23/2018,5/23/2018,2018,6871,thm,N/A,"$8,496.04 "
470 Vanderbilt,Natural Gas,01542-56912,3/22/2018,4/23/2018,2018,16604,thm,N/A,"$17,126.93 "
470 Vanderbilt,Natural Gas,01542-56912,2/21/2018,3/22/2018,2018,19052,thm,N/A,"$20,997.11 "
470 Vanderbilt,Natural Gas,01542-56912,1/23/2018,2/21/2018,2018,18292,thm,N/A,"$20,230.32 "
470 Vanderbilt,Natural Gas,01542-56912,12/21/2017,1/23/2018,2018,24334,thm,N/A,"$21,898.14 "
470 Vanderbilt,Natural Gas,01542-56912,11/28/2017,12/21/2017,2017,18286,thm,N/A,"$17,817.14 "
470 Vanderbilt,Natural Gas,01542-56912,10/24/2017,11/28/2017,2017,20811,thm,N/A,"$18,503.43 "
470 Vanderbilt,Natural Gas,01542-56912,9/23/2017,10/24/2017,2017,6382,thm,N/A,"$7,240.37 "
470 Vanderbilt,Natural Gas,01542-56912,8/23/2017,9/23/2017,2017,157,thm,N/A,$208.28 
470 Vanderbilt,Natural Gas,01542-56912,7/26/2017,8/23/2017,2017,0,thm,N/A,$40.26 
470 Vanderbilt,Natural Gas,01542-56912,6/22/2017,7/26/2017,2017,0,thm,N/A,$48.66 
470 Vanderbilt,Natural Gas,01542-56912,5/23/2017,6/22/2017,2017,6120,thm,N/A,"$6,622.41 "
470 Vanderbilt,Natural Gas,01542-56912,4/30/2017,5/23/2017,2017,7874,thm,N/A,"$7,708.06 "
470 Vanderbilt,Natural Gas,01542-56912,4/24/2017,4/30/2017,2017,1776,thm,N/A,"$1,774.65 "
470 Vanderbilt,Natural Gas,01542-56912,3/22/2017,4/24/2017,2017,23346,thm,N/A,"$20,913.35 "
470 Vanderbilt,Natural Gas,01542-56912,2/21/2017,3/22/2017,2017,31577,thm,N/A,"$25,499.87 "
470 Vanderbilt,Natural Gas,01542-56912,1/23/2017,2/21/2017,2017,32187,thm,N/A,"$27,209.94 "
470 Vanderbilt,Natural Gas,01542-56912,12/21/2016,1/23/2017,2017,35434,thm,N/A,"$28,890.58 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,3/9/2020,6/4/2020,2020,1858,HCF,N/A,"$18,334.56 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,12/9/2019,3/9/2020,2020,3881,HCF,N/A,"$39,270.80 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,9/9/2019,12/9/2019,2019,4356,HCF,N/A,"$40,345.45 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,6/30/2019,9/9/2019,2019,4182,HCF,N/A,"$45,101.97 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,6/9/2019,6/30/2019,2019,1232,HCF,N/A,"$12,444.43 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,3/7/2019,6/9/2019,2019,4262,HCF,N/A,"$37,236.71 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,12/9/2018,3/7/2019,2019,3284,HCF,N/A,"$30,473.00 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,9/9/2018,12/9/2018,2018,3100,HCF,N/A,"$30,590.49 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,6/7/2018,9/9/2018,2018,3500,HCF,N/A,"$34,537.65 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,3/7/2018,6/7/2018,2018,4023,HCF,N/A,"$39,698.56 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,12/7/2017,3/7/2018,2018,3057,HCF,N/A,"$30,166.17 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,9/10/2017,12/7/2017,2017,3732,HCF,N/A,"$36,827.00 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,6/30/2017,9/10/2017,2017,3321,HCF,N/A,"$32,771.30 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,6/7/2017,6/30/2017,2017,1298,HCF,N/A,"$12,808.53 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,3/7/2017,6/7/2017,2017,3741,HCF,N/A,"$36,915.81 "
470 Vanderbilt,Water (Basic Water & Sewer),O77878130,12/7/2016,3/7/2017,2017,3384,HCF,N/A,"$33,392.97 "
470 Vanderbilt,Water (Cooling Tower),B14956285,3/9/2020,6/7/2020,2020,848,HCF,N/A,"($4,572.83)"
470 Vanderbilt,Water (Cooling Tower),B14956285,12/9/2019,3/9/2020,2020,155,HCF,N/A,($835.84)
470 Vanderbilt,Water (Cooling Tower),B14956285,9/9/2019,12/9/2019,2019,866,HCF,N/A,"($4,669.89)"
470 Vanderbilt,Water (Cooling Tower),B14956285,6/30/2019,9/9/2019,2019,1491,HCF,N/A,"($8,040.20)"
470 Vanderbilt,Water (Cooling Tower),B14956285,6/9/2019,6/30/2019,2019,478,HCF,N/A,"($2,519.47)"
470 Vanderbilt,Water (Cooling Tower),B14956285,3/7/2019,6/9/2019,2019,1103,HCF,N/A,"($5,813.75)"
470 Vanderbilt,Water (Cooling Tower),B14956285,12/9/2018,3/7/2019,2019,512,HCF,N/A,"($2,698.68)"
470 Vanderbilt,Water (Cooling Tower),B14956285,9/9/2018,12/9/2018,2018,900,HCF,N/A,"($3,729.69)"
470 Vanderbilt,Water (Cooling Tower),B14956285,6/7/2018,9/9/2018,2018,950,HCF,N/A,"($5,276.20)"
470 Vanderbilt,Water (Cooling Tower),B14956285,3/7/2018,6/7/2018,2018,1325,HCF,N/A,"($6,822.71)"
470 Vanderbilt,Water (Cooling Tower),B14956285,12/7/2017,3/7/2018,2018,778,HCF,N/A,"($4,006.09)"
470 Vanderbilt,Water (Cooling Tower),B14956285,9/10/2017,12/7/2017,2017,937,HCF,N/A,"($4,824.81)"
470 Vanderbilt,Water (Cooling Tower),B14956285,6/30/2017,9/10/2017,2017,883,HCF,N/A,"($4,546.76)"
470 Vanderbilt,Water (Cooling Tower),B14956285,6/7/2017,6/30/2017,2017,319,HCF,N/A,"($1,642.60)"
470 Vanderbilt,Water (Cooling Tower),B14956285,3/7/2017,6/7/2017,2017,995,HCF,N/A,"($5,123.47)"
470 Vanderbilt,Water (Cooling Tower),B14956285,12/7/2016,3/7/2017,2017,664,HCF,N/A,"($3,419.08)"
230 Park,Electric,49-4203-8001-1001-0,6/29/2020,7/29/2020,2020,484800,kWh,1238.4,"$42,655.50 "
230 Park,Electric,49-4203-8001-1001-0,5/29/2020,6/29/2020,2020,307200,kWh,912.96,"$54,460.71 "
230 Park,Electric,49-4203-8001-1001-0,4/29/2020,5/29/2020,2020,537600,kWh,803.52,"$44,725.28 "
230 Park,Electric,49-4203-8001-1001-0,3/31/2020,4/29/2020,2020,244800,kWh,624.96,"$30,864.08 "
230 Park,Electric,49-4203-8001-1001-0,3/2/2020,3/31/2020,2020,360000,kWh,1062.72,"$48,272.66 "
230 Park,Electric,49-4203-8001-1001-0,1/30/2020,3/2/2020,2020,441600,kWh,1059.84,"$59,815.99 "
230 Park,Electric,49-4203-8001-1001-0,12/30/2019,1/30/2020,2020,379200,kWh,892.8,"$53,869.26 "
230 Park,Electric,49-4203-8001-1001-0,11/27/2019,12/30/2019,2019,403200,kWh,855.36,"$57,728.33 "
230 Park,Electric,49-4203-8001-1001-0,10/28/2019,11/27/2019,2019,355200,kWh,907.2,"$52,510.06 "
230 Park,Electric,49-4203-8001-1001-0,9/27/2019,10/28/2019,2019,307200,kWh,950.4,"$53,032.97 "
230 Park,Electric,49-4203-8001-1001-0,8/28/2019,9/27/2019,2019,331200,kWh,1111.68,"$63,880.60 "
230 Park,Electric,49-4203-8001-1001-0,7/30/2019,8/28/2019,2019,345600,kWh,1062.72,"$63,995.87 "
230 Park,Electric,49-4203-8001-1001-0,6/28/2019,7/30/2019,2019,374400,kWh,1005.12,"$68,518.50 "
230 Park,Electric,49-4203-8001-1001-0,5/30/2019,6/28/2019,2019,307200,kWh,912.96,"$54,857.30 "
230 Park,Electric,49-4203-8001-1001-0,4/30/2019,5/30/2019,2019,240000,kWh,826.56,"$39,833.11 "
230 Park,Electric,49-4203-8001-1001-0,4/1/2019,4/30/2019,2019,216000,kWh,653.76,"$28,726.08 "
